Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,28-03-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.55872548,48.60306462,48.64118203,48.67644252,48.70741017,48.73031099,48.74876715,48.76398399,48.77252312,48.77608618,48.78058789,48.73305768,48.63170909,48.52914012,48.42794201,48.32951698,48.26384321,48.22006101,48.16909484,48.18882953,48.23648067,48.24333402,48.25039639,48.258881,48.26139283,48.25289861,48.23448191,48.21639786,48.2122692,48.26502979,48.33822995,48.38362453,48.23834016,47.95344641,47.73618859,47.59547873,47.52114191,47.45043281,47.38133959,47.3052342,47.22367488,47.14319501,47.04771634,46.93823356,46.83817473,46.73518318,46.61895016,46.49834426,46.37659251,46.25212867,46.12816852,46.00829778,45.90561899,45.81232756,45.71560557,45.61704582,45.51441377,45.40879961,45.30122257,45.19485557,45.10651524,45.02005393,44.95928565,
American Samoa,ASM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.35175504,51.32842044,51.28337721,51.2369584,51.18732345,51.11795135,51.07370865,51.06245976,51.02702281,50.96226701,50.93259464,50.96582467,51.01022699,51.05331417,51.07886392,51.08375883,51.07623021,51.06438214,51.06592847,51.06256826,51.06428267,51.10543469,51.15220403,51.1909623,51.22091805,51.24423266,51.26027995,51.29078941,51.31815324,51.33511925,51.31540424,51.26755389,51.23207796,51.19396569,51.15896573,51.1188929,51.07706422,51.04177912,51.01143049,50.97753238,50.93079169,50.87785474,50.82764666,50.77406327,50.72883768,50.69340133,50.65890177,50.61986769,50.57164839,50.50030705,50.42936061,50.37378015,50.31383286,50.24436268,50.1733152,50.10707055,50.03171583,49.93833775,49.83892285,49.73479005,49.62436944,49.49261685,49.40482913,
Antigua and Barbuda,ATG,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.66181201,47.70557383,47.73014314,47.74654713,47.72432838,47.65609282,47.57568259,47.49338657,47.41453605,47.3361363,47.29761148,47.27570288,47.2246696,47.16193786,47.09427263,47.03209182,46.98702922,46.95634543,46.93684031,46.91915987,46.90009092,46.88210707,46.85962196,46.83983611,46.93705823,47.14672242,47.34979602,47.54556897,47.74467819,47.95241687,48.152476,48.27293585,48.20983931,48.03293131,47.85752624,47.68999094,47.52428436,47.36864276,47.23447059,47.11667412,47.0415029,47.01305517,47.02506639,47.06372078,47.10860009,47.15221175,47.19821991,47.24078229,47.28711967,47.33243429,47.37382578,47.43626699,47.50895362,47.56771416,47.61307096,47.64567883,47.67457268,47.6969677,47.71025691,47.72300444,47.7380644,47.74884948,47.76084383,
Australia,AUS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.52059238,50.50870279,50.45710203,50.41067106,50.38614813,50.36809026,50.34744785,50.32666306,50.31234873,50.30151979,50.28192064,50.25384348,50.23082924,50.21201307,50.18721851,50.14842815,50.10081869,50.05185169,50.00510595,49.96434358,49.93083927,49.91509072,49.9197248,49.92688068,49.92791157,49.93468765,49.93763232,49.92177068,49.89951835,49.88441105,49.86802853,49.84212342,49.81554764,49.79269786,49.77348016,49.75487695,49.72799296,49.69553374,49.66704866,49.64394774,49.6249572,49.61745141,49.6223835,49.62908014,49.63789813,49.65052826,49.67035764,49.70421243,49.74724294,49.77742376,49.7806502,49.7718302,49.76328099,49.74255988,49.70508845,49.66263558,49.62716724,49.60793131,49.60179317,49.60695141,49.62284648,49.64200385,49.65482265,
Austria,AUT,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,46.57935589,46.60789352,46.6460288,46.69299839,46.7453239,46.81384362,46.8985494,46.98333566,47.03586875,47.07059405,47.11262145,47.16216128,47.22370244,47.28887294,47.29506136,47.24365792,47.22234158,47.23396646,47.23820604,47.23366644,47.24866748,47.30180447,47.34979737,47.38026037,47.42003209,47.47053536,47.53348906,47.59819238,47.66824798,47.75499774,47.8669061,47.98314465,48.07804443,48.15434701,48.2098807,48.23868395,48.25466468,48.27106951,48.29343838,48.32472551,48.36533079,48.4231978,48.48653149,48.52889815,48.56507911,48.610763,48.64391976,48.65573554,48.66510334,48.68086591,48.69573442,48.7216012,48.76538575,48.81607361,48.88534678,49.01876453,49.1326777,49.16722895,49.18042652,49.18893596,49.20252269,49.21620312,49.23261254,
Azerbaijan,AZE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.46490607,47.57115295,47.67369336,47.76978604,47.85855858,47.93777599,48.01045586,48.07726979,48.1356688,48.18978712,48.24178937,48.28952992,48.33397391,48.37775449,48.41943963,48.46032379,48.43446294,48.33226642,48.22642204,48.16445637,48.13918403,48.1146304,48.09476086,48.08036639,48.07534057,48.08024507,48.08975497,48.09892768,48.13444866,48.18735496,48.23450599,48.28077859,48.31174547,48.33253597,48.30837343,48.23671972,48.16396219,48.09364579,48.02418725,48.01231237,48.07029308,48.1404,48.21159545,48.28281174,48.37697127,48.49558763,48.61609478,48.73800053,48.86155043,48.94924442,49.00207877,49.05583003,49.10714963,49.15645966,49.20444514,49.24722309,49.27956883,49.30492941,49.3315848,49.36204363,49.37000672,49.34773536,49.34167298,
Burundi,BDI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.33122651,48.38023958,48.43087098,48.474984,48.52854441,48.56904803,48.60361035,48.6469203,48.68623853,48.72000558,48.7535715,48.79226257,48.73377952,48.66032004,48.69197865,48.73872836,48.77998292,48.8203221,48.86178922,48.89684121,48.94927558,48.99768257,49.02938136,49.06450981,49.09596082,49.12233651,49.1435042,49.16453218,49.16704604,49.16563029,49.17749448,49.19105645,49.21671889,49.17400211,49.16472266,49.2161773,49.20586048,49.19711161,49.20808107,49.22442388,49.23349534,49.23939744,49.25153461,49.27269902,49.30132676,49.32995203,49.35736773,49.38718822,49.41686562,49.44940883,49.48206918,49.50918136,49.5350355,49.5594644,49.58117328,49.59165288,49.59830151,49.61090818,49.62478701,49.63670241,49.64391414,49.65086641,49.65970952,
Belgium,BEL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.00815965,48.99446134,48.98531786,48.97794745,48.97202461,48.96664257,48.96188141,48.95687744,48.94995466,48.94176458,48.93539311,48.93024752,48.92177539,48.91163428,48.90306917,48.89567498,48.88746009,48.87944696,48.87356449,48.86915681,48.86455225,48.86089346,48.86085429,48.86371422,48.8647707,48.86331042,48.86517395,48.86927272,48.87083528,48.87335127,48.87683793,48.88044241,48.88373182,48.88581323,48.88850951,48.88943238,48.88911433,48.89094614,48.89469912,48.8979306,48.90099639,48.90535737,48.91125238,48.92046662,48.93015727,48.93992362,48.95131095,48.96492739,48.98204632,49.00143093,49.02352438,49.04904213,49.07699921,49.10734751,49.14040547,49.17858276,49.2169101,49.25239069,49.28996964,49.32756576,49.36346392,49.38969992,49.41090072,
Benin,BEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.63844374,47.72818138,47.81733867,47.90305987,47.9872238,48.07030228,48.1490991,48.22474918,48.297129,48.36922347,48.44189224,48.51104835,48.57737023,48.6406311,48.7004116,48.75610552,48.80746889,48.85372826,48.89171545,48.92246103,48.95054407,48.9780085,49.00378232,49.02524879,49.04152506,49.0584566,49.07856559,49.09918066,49.12333824,49.15131093,49.17981564,49.20877317,49.23851795,49.28283908,49.32589323,49.36172282,49.40748179,49.45642933,49.49854826,49.53323879,49.56435553,49.59432427,49.62720252,49.66106156,49.69563828,49.70637784,49.71786813,49.75449715,49.78617228,49.81139304,49.8349727,49.85830288,49.88565098,49.91515929,49.94318334,49.96901521,49.99309508,50.01566383,50.03679438,50.05616559,50.07288152,50.08666301,50.09633139,
Burkina Faso,BFA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.90934863,50.77349664,50.63883682,50.50970548,50.38498961,50.2652712,50.15012025,50.0393482,49.9330059,49.82797434,49.72591027,49.62022975,49.51534662,49.41818719,49.33161254,49.25831367,49.1994676,49.16220803,49.13883546,49.12056242,49.11237858,49.11121,49.11390164,49.12724214,49.14821384,49.1675027,49.17770562,49.17937128,49.17971726,49.18102211,49.18078477,49.16484287,49.14119886,49.12563166,49.11619525,49.11171483,49.10458413,49.10196999,49.13098873,49.18369481,49.23832489,49.29805178,49.36438576,49.43230894,49.49894679,49.5579278,49.60208831,49.62605731,49.63070263,49.63162991,49.63436702,49.64028937,49.65661493,49.67390185,49.69185203,49.71369566,49.73784335,49.76167403,49.777477,49.78733167,49.80155303,49.82062319,49.83361385,
Bangladesh,BGD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.9025227,51.87826617,51.85653697,51.8428638,51.83347478,51.82632922,51.82087743,51.81263067,51.80471323,51.79960778,51.81729079,51.63116835,51.43471633,51.44999738,51.46567874,51.44875837,51.39634968,51.34884929,51.30942892,51.27299235,51.24417303,51.22905115,51.2273196,51.23203593,51.23404917,51.2281717,51.22071913,51.21457746,51.20859539,51.20986991,51.22027453,51.22821512,51.22014681,51.20282618,51.18573091,51.16163106,51.13590889,51.1059944,51.06782587,51.03251455,50.99594656,50.94774164,50.88322464,50.80345439,50.71869189,50.62562401,50.50139758,50.36879561,50.2242883,50.09239585,50.01216548,49.95351905,49.90350327,49.85193125,49.80310404,49.75974339,49.72907834,49.70669425,49.67778516,49.64116387,49.61369142,49.5984574,49.57124332,
Bulgaria,BGR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.19049702,49.2412297,49.28907324,49.33298619,49.36881559,49.3932982,49.41016854,49.41966605,49.42303463,49.42211949,49.41984982,49.41457925,49.40588976,49.39701187,49.38738519,49.37535627,49.36029018,49.34210379,49.32073357,49.29620576,49.26580678,49.23275965,49.19830979,49.15590838,49.10692892,49.0551387,49.00092217,48.94604013,48.89091725,48.83517729,48.77703336,48.72049587,48.66017807,48.58848045,48.51049299,48.43311988,48.36430366,48.30644818,48.25141741,48.20776641,48.18269801,48.16869242,48.16758017,48.17435887,48.18316263,48.19642336,48.21746899,48.24750762,48.28403918,48.32310486,48.36012878,48.39149,48.41910308,48.4391348,48.45212537,48.46533565,48.47400108,48.47875955,48.49068435,48.50618189,48.5054179,48.49575972,48.49321427,
Bahrain,BHR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,55.67953401,55.7106067,55.74328417,55.77933304,55.80560275,55.74420243,55.59770675,55.45296609,55.31710001,55.18745155,55.06324279,55.24650204,55.79062527,56.35969014,56.85685464,57.29141823,57.67054165,58.00524518,58.30220723,58.56872139,58.81134599,58.94841428,58.96163082,58.93589478,58.89694359,58.84615827,58.78728376,58.72343618,58.65907224,58.5957002,58.53313955,58.52936507,58.58243007,58.63565459,58.6875099,58.73748234,58.78474483,58.82986564,58.87366837,58.92032312,58.97458964,59.04072128,59.12438997,59.37801957,59.89050346,60.4477554,60.91839078,61.32065136,61.67139343,61.98805718,62.12689872,62.19151094,62.48662178,62.39833935,61.83227649,61.79230947,62.21531276,62.61502683,62.66179892,62.46931444,62.29775379,62.09736446,61.9602332,
"Bahamas, The",BHS,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.80349345,49.10993545,49.40659515,49.68146624,49.81950499,49.84846288,49.88336208,49.91181881,49.93049512,49.95282063,50.02595895,50.10871039,50.13347006,50.1288986,50.12009081,50.11615754,50.12469917,50.14201982,50.15766269,50.1663431,50.16804319,50.10089666,49.97265018,49.85206225,49.73752519,49.62042816,49.49681823,49.36898028,49.25667685,49.16702135,49.15970578,49.17118866,49.13839268,49.11300509,49.08519475,49.05592982,49.02421188,48.99071802,48.95782472,48.92778638,48.88374039,48.83231299,48.78713301,48.73851517,48.68824124,48.64118872,48.59101014,48.53019297,48.4640086,48.4039157,48.33954864,48.27437492,48.22554514,48.18021522,48.13546081,48.09153113,48.04331576,47.9903263,47.93558693,47.88867823,47.85236831,47.8119959,47.76210779,
Bosnia and Herzegovina,BIH,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.31225006,48.3310694,48.35047079,48.37081402,48.3928404,48.41833597,48.45057057,48.49077155,48.53724094,48.59048541,48.65061783,48.71834935,48.79436786,48.87714194,48.96359912,49.04972291,49.13351818,49.21381974,49.28961997,49.35910624,49.4185227,49.46699339,49.50373338,49.52736462,49.544567,49.56167788,49.57189216,49.57658266,49.57809433,49.57330911,49.56024395,49.53768957,49.3301027,48.93165856,48.66005906,48.59383761,48.6493382,48.70873879,48.74659148,48.76915898,48.77969062,48.78458101,48.79895008,48.81084155,48.80613875,48.79694854,48.78543727,48.78247231,48.78604511,48.78638386,48.78562237,48.78676791,48.78403777,48.80774578,48.87137405,48.94322996,49.01108479,49.0700509,49.12272446,49.17126168,49.20595937,49.22641575,49.22842742,
Belarus,BLR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,44.71071855,44.86745484,45.02836616,45.19029703,45.34582102,45.48955066,45.6279767,45.75903996,45.88355778,45.99607551,46.09229787,46.18044887,46.25690836,46.32059046,46.37333831,46.4115735,46.4408398,46.4622918,46.47704666,46.48277699,46.48703808,46.49627153,46.50189241,46.51018802,46.52045529,46.53576245,46.57542344,46.62797503,46.67251497,46.71833078,46.76039037,46.78529535,46.80375647,46.81428835,46.7975957,46.75899586,46.71772294,46.67783362,46.64072274,46.60889694,46.58335611,46.56426508,46.54173081,46.51262413,46.48441875,46.45405415,46.42414453,46.40354668,46.38445759,46.35961642,46.32673091,46.28386519,46.25166177,46.2405598,46.23475008,46.23172628,46.23074934,46.22366417,46.21004388,46.18260691,46.14006606,46.09446672,46.04391379,
Belize,BLZ,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.55417218,49.62936101,49.71098266,49.78252514,49.84180325,49.90079933,49.95650645,50.00493668,50.04920531,50.09522197,50.1815475,50.28962312,50.38943177,50.49536946,50.60332763,50.69838916,50.77507474,50.84702202,50.91734865,50.99031892,51.05248289,51.0600683,51.02060902,50.9775525,50.9294332,50.88169069,50.83706659,50.78781144,50.73248025,50.67069588,50.61641172,50.62693739,50.66237868,50.66614481,50.66375696,50.65485665,50.63953488,50.62063311,50.60091504,50.57855998,50.55614253,50.51511487,50.4556872,50.39432117,50.33146167,50.2708872,50.21352202,50.15731577,50.10321555,50.05140513,50.0546404,50.10954731,50.16065437,50.20975491,50.25359388,50.28607473,50.31077038,50.33133792,50.34706046,50.35890978,50.34171391,50.30385145,50.27413688,
Bermuda,BMU,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.79950507,50.93613747,50.97664254,51.0189099,51.07183233,51.1258869,51.16655933,51.20467217,51.23235224,51.25547559,51.2601165,51.15818725,50.97927687,50.81341521,50.65534255,50.49571879,50.32881794,50.15346034,49.9850361,49.83350793,49.72463362,49.66701913,49.62825279,49.59189263,49.55885284,49.54415493,49.51692115,49.47575709,49.42544942,49.37227504,49.32312511,49.26046238,49.18898529,49.12409132,49.07039299,49.02043219,48.96724599,48.89999502,48.83586621,48.7725685,48.72170895,48.69096385,48.67957321,48.68892873,48.70098821,48.69359424,48.6770977,48.64779277,48.62626071,48.63384528,48.63429319,48.63299388,48.63278792,48.62375209,48.61810433,48.62536425,48.59199594,48.52311339,48.46077614,48.38901774,48.31878309,48.23868505,48.18802194,
Bolivia,BOL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.32662444,49.3389249,49.3539054,49.36874783,49.38478292,49.40336692,49.42259456,49.44286376,49.46374653,49.48572234,49.50970333,49.53435886,49.55897237,49.58427236,49.61137987,49.6379522,49.6636288,49.69040349,49.71858132,49.74798498,49.77733954,49.80627632,49.83423795,49.86056968,49.88629104,49.9112382,49.93508876,49.95745661,49.9778662,49.99626572,50.01330291,50.02953116,50.04596034,50.09668647,50.17636457,50.24893926,50.31429899,50.37310053,50.42519978,50.46915222,50.50645575,50.51768311,50.50462425,50.48964502,50.47512125,50.46165307,50.447941,50.4343151,50.42011142,50.4048375,50.38870146,50.37212471,50.35490611,50.33699454,50.31947001,50.30267126,50.2859847,50.26905174,50.25216455,50.23551633,50.20269497,50.15572701,50.11705556,
Brazil,BRA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.15300541,50.13033982,50.10469693,50.08080842,50.05784511,50.03536655,50.01339342,49.99202,49.97119549,49.95146243,49.93299514,49.91514716,49.89805166,49.88188226,49.86690638,49.85352001,49.84149381,49.83024821,49.81953618,49.8097433,49.80106818,49.79336821,49.78630906,49.7798238,49.77339138,49.76636162,49.75851948,49.74963897,49.74017888,49.73063898,49.71681968,49.69937904,49.68219981,49.66519719,49.64869031,49.63154402,49.61394175,49.59650027,49.57896701,49.56093329,49.53800374,49.51028938,49.48205914,49.45461483,49.42754991,49.40204393,49.37878786,49.3570023,49.33752159,49.31990326,49.302319,49.28519674,49.26893626,49.25367672,49.2408131,49.22733692,49.20941587,49.19164081,49.17739209,49.16346354,49.14685951,49.12664933,49.10654835,
